prior_version,object,price,theta,probability,utterance_cost,alpha
v4_actual,laptop,850,700,0.00003660872865268615,9,7
v4_actual,laptop,850,750,0.000055501465119687824,9,7
v4_actual,laptop,850,800,0.00008832955375364994,9,7
v4_actual,laptop,850,0,0.0000018251632496430923,9,7
v4_actual,laptop,850,50,0.0000018908994741455166,9,7
v4_actual,laptop,850,100,0.0000020700348842978972,9,7
v4_actual,laptop,850,150,0.000002357299266668178,9,7
v4_actual,laptop,850,200,0.0000028185296316341784,9,7
v4_actual,laptop,850,250,0.0000033145917939917004,9,7
v4_actual,laptop,850,300,0.00000384429594889728,9,7
v4_actual,laptop,850,350,0.000004489952070108888,9,7
v4_actual,laptop,850,400,0.000005355031135516127,9,7
v4_actual,laptop,850,450,0.000006705413169441633,9,7
v4_actual,laptop,850,500,0.000008846706764948103,9,7
v4_actual,laptop,850,550,0.000011999314786686102,9,7
v4_actual,laptop,850,600,0.00001695448431115747,9,7
v4_actual,laptop,850,650,0.000024422682803208753,9,7
v4_actual,laptop,800,0,0.000001804358137964943,9,7
v4_actual,laptop,800,50,0.0000018693450325143672,9,7
v4_actual,laptop,800,100,0.000002046438470687277,9,7
v4_actual,laptop,800,150,0.000002330428314433398,9,7
v4_actual,laptop,800,200,0.000002786401095315151,9,7
v4_actual,laptop,800,250,0.000003276808624483467,9,7
v4_actual,laptop,800,300,0.000003800474659729671,9,7
v4_actual,laptop,800,350,0.00000443877092000277,9,7
v4_actual,laptop,800,400,0.00000529398891321835,9,7
v4_actual,laptop,800,450,0.0000066289778862604576,9,7
v4_actual,laptop,800,500,0.000008745862787147995,9,7
v4_actual,laptop,800,550,0.000011862534099124544,9,7
v4_actual,laptop,800,600,0.000016761219440407944,9,7
v4_actual,laptop,800,650,0.000024144287627708626,9,7
v4_actual,laptop,800,700,0.000036191424234485126,9,7
v4_actual,laptop,800,750,0.00005486880161392107,9,7
v4_actual,laptop,700,0,0.0000017706666616875723,9,7
v4_actual,laptop,700,50,0.0000018344401028931204,9,7
v4_actual,laptop,700,100,0.000002008226803204223,9,7
v4_actual,laptop,700,150,0.000002286913909715267,9,7
v4_actual,laptop,700,200,0.00000273437264019485,9,7
v4_actual,laptop,700,250,0.0000032156231437774055,9,7
