prior_version,object,price,theta,probability,utterance_cost,alpha
v4_resampled_2,sweater,36,0,0.000001783191287926352,8,9
v4_resampled_2,sweater,36,3,0.0000018568413272721875,8,9
v4_resampled_2,sweater,36,6,0.0000019347551383576937,8,9
v4_resampled_2,sweater,36,9,0.00000204336441543281,8,9
v4_resampled_2,sweater,36,12,0.0000021987987935967455,8,9
v4_resampled_2,sweater,36,15,0.0000025715951001436183,8,9
v4_resampled_2,sweater,36,18,0.0000032937961727135717,8,9
v4_resampled_2,sweater,36,21,0.000004572870949485434,8,9
v4_resampled_2,sweater,36,24,0.0000063058016878760545,8,9
v4_resampled_2,sweater,36,27,0.000008821288779257056,8,9
v4_resampled_2,sweater,36,30,0.000012535311968000879,8,9
v4_resampled_2,sweater,36,33,0.000018179483141387015,8,9
v4_resampled_2,sweater,21,0,0.000001775586304865075,8,9
v4_resampled_2,sweater,21,3,0.000001848922240331265,8,9
v4_resampled_2,sweater,21,6,0.000001926503763334422,8,9
v4_resampled_2,sweater,21,9,0.000002034649841807083,8,9
v4_resampled_2,sweater,21,12,0.0000021894213209197084,8,9
v4_resampled_2,sweater,21,15,0.000002560627719745632,8,9
v4_resampled_2,sweater,21,18,0.0000032797487374942837,8,9
v4_resampled_2,sweater,33,0,0.0000017333013326037015,8,9
v4_resampled_2,sweater,33,3,0.000001804890798192053,8,9
v4_resampled_2,sweater,33,6,0.0000018806247441220943,8,9
v4_resampled_2,sweater,33,9,0.0000019861953612297744,8,9
v4_resampled_2,sweater,33,12,0.000002137281011226013,8,9
v4_resampled_2,sweater,33,15,0.0000024996472583597373,8,9
v4_resampled_2,sweater,33,18,0.0000032016426583872147,8,9
v4_resampled_2,sweater,33,21,0.000004444931603375579,8,9
v4_resampled_2,sweater,33,24,0.000006129378571291916,8,9
v4_resampled_2,sweater,33,27,0.00000857448760539245,8,9
v4_resampled_2,sweater,33,30,0.000012184600208542754,8,9
v4_resampled_2,sweater,42,0,0.0000017302288796133198,8,9
v4_resampled_2,sweater,42,3,0.0000018016914455890712,8,9
v4_resampled_2,sweater,42,6,0.0000018772911453933701,8,9
v4_resampled_2,sweater,42,9,0.000001982674627839507,8,9
v4_resampled_2,sweater,42,12,0.000002133492463146846,8,9
v4_resampled_2,sweater,42,15,0.0000024952163792336537,8,9
v4_resampled_2,sweater,42,18,0.0000031959674209804804,8,9
v4_resampled_2,sweater,42,21,0.000004437052509798515,8,9
v4_resampled_2,sweater,42,24,0.0000061185136240572326,8,9
v4_resampled_2,sweater,42,27,0.000008559288453583916,8,9
v4_resampled_2,sweater,42,30,0.00001216300176478508,8,9
v4_resampled_2,sweater,42,33,0.00001763953590433331,8,9
v4_resampled_2,sweater,42,36,0.00002628031915095904,8,9
v4_resampled_2,sweater,42,39,0.000039302770326388815,8,9
v4_resampled_2,sweater,39,0,0.0000017250531270715945,8,9
v4_resampled_2,sweater,39,3,0.000001796301922163145,8,9
v4_resampled_2,sweater,39,6,0.0000018716754753905225,8,9
v4_resampled_2,sweater,39,9,0.000001976743716984104,8,9
v4_resampled_2,sweater,39,12,0.0000021271104005371146,8,9
v4_resampled_2,sweater,39,15,0.0000024877522670175525,8,9
v4_resampled_2,sweater,39,18,0.000003186407104020525,8,9
v4_resampled_2,sweater,39,21,0.000004423779649730177,8,9
v4_resampled_2,sweater,39,24,0.000006100210893814804,8,9
v4_resampled_2,sweater,39,27,0.00000853368446587404,8,9
v4_resampled_2,sweater,39,30,0.000012126617741815231,8,9
v4_resampled_2,sweater,39,33,0.0000175867695484672,8,9
v4_resampled_2,sweater,39,36,0.000026201705026408648,8,9
v4_resampled_2,sweater,30,0,0.0000017041653826672192,8,9
v4_resampled_2,sweater,30,3,0.0000017745514642587277,8,9
v4_resampled_2,sweater,30,6,0.0000018490123594989679,8,9
v4_resampled_2,sweater,30,9,0.0000019528083860279905,8,9
v4_resampled_2,sweater,30,12,0.0000021013543599438997,8,9
v4_resampled_2,sweater,30,15,0.0000024576294072172445,8,9
v4_resampled_2,sweater,30,18,0.0000031478246069874903,8,9
v4_resampled_2,sweater,30,21,0.000004370214471258403,8,9
v4_resampled_2,sweater,30,24,0.00000602634670727862,8,9
v4_resampled_2,sweater,30,27,0.000008430354651183965,8,9
v4_resampled_2,sweater,27,0,0.0000016905532914101476,8,9
v4_resampled_2,sweater,27,3,0.0000017603771612729144,8,9
v4_resampled_2,sweater,27,6,0.0000018342432970423883,8,9
v4_resampled_2,sweater,27,9,0.000001937210248529983,8,9
v4_resampled_2,sweater,27,12,0.000002084569705354664,8,9
v4_resampled_2,sweater,27,15,0.0000024379989909986346,8,9
v4_resampled_2,sweater,27,18,0.000003122681228153833,8,9
v4_resampled_2,sweater,27,21,0.00000433530720298457,8,9
v4_resampled_2,sweater,27,24,0.000005978211014486973,8,9
v4_resampled_2,sweater,24,0,0.0000016777417238799894,8,9
v4_resampled_2,sweater,24,3,0.0000017470364455470216,8,9
v4_resampled_2,sweater,24,6,0.000001820342799503396,8,9
v4_resampled_2,sweater,24,9,0.000001922529433648107,8,9
v4_resampled_2,sweater,24,12,0.0000020687721521588278,8,9
v4_resampled_2,sweater,24,15,0.0000024195230347124002,8,9
v4_resampled_2,sweater,24,18,0.000003099016525223207,8,9
v4_resampled_2,sweater,24,21,0.000004302452822541682,8,9
v4_resampled_2,sweater,45,0,0.0000016671294992179334,8,9
v4_resampled_2,sweater,45,3,0.0000017359859107781244,8,9
v4_resampled_2,sweater,45,6,0.000001808828579838147,8,9
v4_resampled_2,sweater,45,9,0.0000019103688525652637,8,9
v4_resampled_2,sweater,45,12,0.0000020556865415783345,8,9
v4_resampled_2,sweater,45,15,0.000002404218818542562,8,9
v4_resampled_2,sweater,45,18,0.000003079414306878733,8,9
v4_resampled_2,sweater,45,21,0.000004275238505045195,8,9
v4_resampled_2,sweater,45,24,0.000005895378741055496,8,9
v4_resampled_2,sweater,45,27,0.00000824714142817579,8,9
v4_resampled_2,sweater,45,30,0.000011719431619731523,8,9
v4_resampled_2,sweater,45,33,0.00001699624310120176,8,9
v4_resampled_2,sweater,45,36,0.0000253219073046667,8,9
v4_resampled_2,sweater,45,39,0.000037869445241691605,8,9
v4_resampled_2,sweater,45,42,0.00005771388832329943,8,9
v4_resampled_2,sweater,48,0,0.0000014992089736691772,8,9
v4_resampled_2,sweater,48,3,0.0000015611298683292147,8,9
v4_resampled_2,sweater,48,6,0.0000016266355073164921,8,9
v4_resampled_2,sweater,48,9,0.000001717948202660626,8,9
v4_resampled_2,sweater,48,12,0.0000018486288627433968,8,9
v4_resampled_2,sweater,48,15,0.0000021620554546687893,8,9
v4_resampled_2,sweater,48,18,0.000002769242320217847,8,9
v4_resampled_2,sweater,48,21,0.000003844617910214276,8,9
v4_resampled_2,sweater,48,24,0.000005301570583398084,8,9
v4_resampled_2,sweater,48,27,0.000007416453516082734,8,9
v4_resampled_2,sweater,48,30,0.000010538999555131235,8,9
v4_resampled_2,sweater,48,33,0.000015284307660525533,8,9
v4_resampled_2,sweater,48,36,0.00002277137479684956,8,9
v4_resampled_2,sweater,48,39,0.000034055070203515336,8,9
v4_resampled_2,sweater,48,42,0.000051900694769195776,8,9
v4_resampled_2,sweater,48,45,0.00007927281550195929,8,9
v4_resampled_2,sweater,18,0,0.0000013827408009774314,8,9
v4_resampled_2,sweater,18,3,0.0000014398512832272113,8,9
v4_resampled_2,sweater,18,6,0.0000015002680238635202,8,9
v4_resampled_2,sweater,18,9,0.0000015844869631289013,8,9
v4_resampled_2,sweater,18,12,0.0000017050155110289677,8,9
v4_resampled_2,sweater,18,15,0.0000019940931142038274,8,9
v4_resampled_2,sweater,60,0,0.0000013493830582745694,8,9
v4_resampled_2,sweater,60,3,0.000001405115786449849,8,9
v4_resampled_2,sweater,60,6,0.0000014640750116301294,8,9
v4_resampled_2,sweater,60,9,0.0000015462622225305576,8,9
v4_resampled_2,sweater,60,12,0.0000016638830958423406,8,9
v4_resampled_2,sweater,60,15,0.0000019459868856307357,8,9
v4_resampled_2,sweater,60,18,0.000002492493532781817,8,9
v4_resampled_2,sweater,60,21,0.0000034603996939033865,8,9
v4_resampled_2,sweater,60,24,0.000004771749404604845,8,9
v4_resampled_2,sweater,60,27,0.000006675278031847713,8,9
v4_resampled_2,sweater,60,30,0.00000948576729503708,8,9
v4_resampled_2,sweater,60,33,0.000013756845227582174,8,9
v4_resampled_2,sweater,60,36,0.000020495679991353582,8,9
v4_resampled_2,sweater,60,39,0.00003065172073277262,8,9
v4_resampled_2,sweater,60,42,0.000046713913446522386,8,9
v4_resampled_2,sweater,60,45,0.0000713505562591923,8,9
v4_resampled_2,sweater,60,48,0.00010601497915850613,8,9
v4_resampled_2,sweater,60,51,0.00015322861743101025,8,9
v4_resampled_2,sweater,60,54,0.00021718359005726582,8,9
v4_resampled_2,sweater,60,57,0.0003074775022962291,8,9
