price,theta,probability,utterance_cost,alpha
50,28,0.0000021303020105089106,9,9
50,27,0.0000020624380995216056,9,9
50,30,0.0000023309750213877223,9,9
50,29,0.0000022179124346546256,9,9
50,32,0.000002666545925810376,9,9
50,31,0.00000247708837911893,9,9
50,33,0.0000029135517991379377,9,9
50,34,0.0000032380957836706625,9,9
50,36,0.000004248120559772885,9,9
50,35,0.000003668897383544525,9,9
50,37,0.000005039090664966439,9,9
50,38,0.000006139211382458541,9,9
50,39,0.000007702138622499467,9,9
50,40,0.000009976834856624363,9,9
50,41,0.000013378305769495794,9,9
50,42,0.00001861946700126529,9,9
50,44,0.00004073148680579869,9,9
50,43,0.000026964555748868798,9,9
50,45,0.00006431936852739352,9,9
50,46,0.00010637360080884763,9,9
50,48,0.00033531106273503464,9,9
50,47,0.0001844632119734302,9,9
50,49,0.0006367514593440468,9,9
50,0,0.0000018468457896309079,9,9
50,1,0.0000018468498430841433,9,9
50,2,0.000001846856426622406,9,9
50,4,0.0000018468838670665688,9,9
50,3,0.0000018468670130997,9,9
50,6,0.000001846951887622321,9,9
50,5,0.0000018469104321814533,9,9
50,7,0.0000018470159367790965,9,9
50,8,0.0000018471139105330204,9,9
50,9,0.0000018472622901271251,9,9
50,10,0.0000018474847808520164,9,9
50,12,0.0000018483006546166692,9,9
50,11,0.0000018478150974958604,9,9
50,13,0.000001849007389211348,9,9
50,14,0.000001850025977996827,9,9
50,16,0.000001853534619647373,9,9
50,15,0.0000018514797483725115,9,9
50,17,0.0000018564114551061824,9,9
50,18,0.0000018604012699262012,9,9
50,20,0.0000018733503248264585,9,9
50,19,0.0000018658838301358016,9,9
50,21,0.0000018834310569045,9,9
50,22,0.000001896929509212544,9,9
50,23,0.0000019148648157884738,9,9
50,24,0.000001938525706353985,9,9
50,25,0.0000019695405678852907,9,9
50,26,0.000002009970799331745,9,9
49,0,0.0000018376343023809703,9,9
49,1,0.0000018376383356168401,9,9
49,2,0.0000018376448863185057,9,9
49,3,0.0000018376554199937602,9,9
49,4,0.0000018376721898983312,9,9
49,6,0.0000018377398711888963,9,9
49,5,0.0000018376986225147587,9,9
49,7,0.0000018378036008885834,9,9
49,8,0.0000018379010859801542,9,9
49,9,0.0000018380487255034123,9,9
49,10,0.0000018382701065143864,9,9
49,11,0.0000018385987756424658,9,9
49,12,0.0000018390819109567457,9,9
49,13,0.0000018397851205810298,9,9
49,14,0.000001840798628965298,9,9
49,15,0.0000018422451483905286,9,9
49,16,0.000001844289770612286,9,9
49,17,0.0000018471522573186042,9,9
49,18,0.0000018511221721943296,9,9
49,19,0.0000018565773871140508,9,9
49,20,0.0000018640066412722179,9,9
49,22,0.0000018874682200858562,9,9
49,21,0.0000018740370938220276,9,9
49,23,0.0000019053140709807536,9,9
49,24,0.0000019288569484490143,9,9
49,25,0.0000019597171175836152,9,9
49,26,0.000001999945695722823,9,9
49,27,0.0000020521513054837963,9,9
49,28,0.000002119676732579105,9,9
49,30,0.0000023193488494517714,9,9
49,29,0.0000022068501834217528,9,9
49,32,0.0000026532460315068934,9,9
49,31,0.0000024647334396056452,9,9
49,34,0.000003221945178031142,9,9
49,33,0.0000028990199170498532,9,9
49,35,0.0000036505980747123804,9,9
49,36,0.000004226932267500604,9,9
49,38,0.0000061085909225956905,9,9
49,37,0.000005013957262019563,9,9
49,40,0.00000992707353513641,9,9
49,39,0.000007663722772017139,9,9
49,42,0.00001852659894273778,9,9
49,41,0.000013311578978491732,9,9
49,43,0.000026830065006395712,9,9
49,44,0.00004052833093134018,9,9
49,46,0.00010584304266854087,9,9
49,45,0.000063998563700894,9,9
49,47,0.00018354316735751523,9,9
49,48,0.00033363863637627414,9,9
51,0,0.0000018376343023809703,9,9
51,1,0.0000018376383356168401,9,9
51,3,0.0000018376554199937602,9,9
51,2,0.0000018376448863185057,9,9
51,4,0.0000018376721898983312,9,9
51,5,0.0000018376986225147587,9,9
51,6,0.0000018377398711888963,9,9
51,7,0.0000018378036008885834,9,9
51,9,0.0000018380487255034123,9,9
51,8,0.0000018379010859801542,9,9
51,10,0.0000018382701065143864,9,9
51,11,0.0000018385987756424658,9,9
51,13,0.0000018397851205810298,9,9
51,12,0.0000018390819109567457,9,9
51,14,0.000001840798628965298,9,9
51,15,0.0000018422451483905286,9,9
51,16,0.000001844289770612286,9,9
51,17,0.0000018471522573186042,9,9
51,18,0.0000018511221721943296,9,9
51,19,0.0000018565773871140508,9,9
51,21,0.0000018740370938220276,9,9
51,20,0.0000018640066412722179,9,9
51,22,0.0000018874682200858562,9,9
51,23,0.0000019053140709807536,9,9
51,25,0.0000019597171175836152,9,9
51,24,0.0000019288569484490143,9,9
51,26,0.000001999945695722823,9,9
51,27,0.0000020521513054837963,9,9
51,28,0.000002119676732579105,9,9
51,29,0.0000022068501834217528,9,9
51,30,0.0000023193488494517714,9,9
51,31,0.0000024647334396056452,9,9
51,33,0.0000028990199170498532,9,9
51,32,0.0000026532460315068934,9,9
51,34,0.000003221945178031142,9,9
51,35,0.0000036505980747123804,9,9
51,36,0.000004226932267500604,9,9
51,37,0.000005013957262019563,9,9
51,38,0.0000061085909225956905,9,9
51,39,0.000007663722772017139,9,9
51,41,0.000013311578978491732,9,9
51,40,0.00000992707353513641,9,9
51,42,0.00001852659894273778,9,9
51,43,0.000026830065006395712,9,9
51,44,0.00004052833093134018,9,9
51,45,0.000063998563700894,9,9
51,46,0.00010584304266854087,9,9
51,47,0.00018354316735751523,9,9
51,48,0.00033363863637627414,9,9
51,49,0.0006335755428803886,9,9
51,50,0.001244018074365661,9,9
48,16,0.000001816832132242874,9,9
48,15,0.0000018148179501929584,9,9
48,17,0.0000018196520024763932,9,9
48,18,0.0000018235628135774557,9,9
48,19,0.000001828936811694438,9,9
48,20,0.000001836255459711813,9,9
48,21,0.0000018461365796875564,9,9
48,22,0.000001859367744419446,9,9
48,24,0.00000190014028071016,9,9
48,23,0.000001876947907715749,9,9
48,25,0.0000019305410061187094,9,9
48,26,0.00000197017066440904,9,9
48,27,0.0000020215990412337973,9,9
48,28,0.0000020881191551795846,9,9
48,29,0.000002173994774669051,9,9
48,30,0.0000022848185695708363,9,9
48,32,0.000002613744717126096,9,9
48,31,0.0000024280386855924397,9,9
48,33,0.0000028558595407486342,9,9
48,34,0.000003173977116312109,9,9
48,35,0.0000035962482630044874,9,9
48,36,0.000004164002038497321,9,9
48,37,0.000004939309867941907,9,9
48,38,0.000006017646710264229,9,9
48,39,0.000007549625881284121,9,9
48,40,0.000009779280059546159,9,9
48,41,0.000013113397256974083,9,9
48,42,0.000018250776421737602,9,9
48,43,0.000026430621147782707,9,9
48,44,0.00003992494838692627,9,9
48,45,0.00006304575821107199,9,9
48,46,0.00010426725992776986,9,9
48,47,0.0001808105913844845,9,9
52,0,0.000001810275750089455,9,9
52,1,0.0000018102797232788321,9,9
52,2,0.0000018102861764541633,9,9
52,3,0.0000018102965533049043,9,9
52,4,0.0000018103130735404794,9,9
52,5,0.0000018103391126302438,9,9
52,7,0.0000018104425280944482,9,9
52,6,0.0000018103797471974122,9,9
52,8,0.000001810538561835778,9,9
52,9,0.000001810684003313647,9,9
52,10,0.0000018109020884218633,9,9
52,11,0.000001811225864350298,9,9
52,12,0.0000018117018067846944,9,9
52,13,0.0000018123945470804288,9,9
52,14,0.0000018133929664330517,9,9
52,15,0.0000018148179501929584,9,9
52,16,0.000001816832132242874,9,9
52,17,0.0000018196520024763932,9,9
52,19,0.000001828936811694438,9,9
52,18,0.0000018235628135774557,9,9
52,20,0.000001836255459711813,9,9
52,21,0.0000018461365796875564,9,9
52,22,0.000001859367744419446,9,9
52,23,0.000001876947907715749,9,9
52,24,0.00000190014028071016,9,9
52,25,0.0000019305410061187094,9,9
52,27,0.0000020215990412337973,9,9
52,26,0.00000197017066440904,9,9
52,28,0.0000020881191551795846,9,9
52,29,0.000002173994774669051,9,9
52,30,0.0000022848185695708363,9,9
52,31,0.0000024280386855924397,9,9
52,32,0.000002613744717126096,9,9
52,33,0.0000028558595407486342,9,9
52,34,0.000003173977116312109,9,9
52,35,0.0000035962482630044874,9,9
52,36,0.000004164002038497321,9,9
52,37,0.000004939309867941907,9,9
52,38,0.000006017646710264229,9,9
52,39,0.000007549625881284121,9,9
52,40,0.000009779280059546159,9,9
52,41,0.000013113397256974083,9,9
52,43,0.000026430621147782707,9,9
52,42,0.000018250776421737602,9,9
52,44,0.00003992494838692627,9,9
52,45,0.00006304575821107199,9,9
52,46,0.00010426725992776986,9,9
52,47,0.0001808105913844845,9,9
52,48,0.00032867145108377905,9,9
52,49,0.0006241429209500797,9,9
52,51,0.00242671898032398,9,9
52,50,0.0012254972329256478,9,9
48,0,0.000001810275750089455,9,9
48,1,0.0000018102797232788321,9,9
48,2,0.0000018102861764541633,9,9
48,3,0.0000018102965533049043,9,9
48,4,0.0000018103130735404794,9,9
48,5,0.0000018103391126302438,9,9
48,6,0.0000018103797471974122,9,9
48,7,0.0000018104425280944482,9,9
48,8,0.000001810538561835778,9,9
48,9,0.000001810684003313647,9,9
48,10,0.0000018109020884218633,9,9
48,11,0.000001811225864350298,9,9
48,12,0.0000018117018067846944,9,9
48,13,0.0000018123945470804288,9,9
48,14,0.0000018133929664330517,9,9
47,0,0.0000017655798066532186,9,9
47,1,0.0000017655836817440465,9,9
47,2,0.0000017655899755896404,9,9
47,3,0.0000017656000962345885,9,9
47,4,0.0000017656162085834014,9,9
47,5,0.0000017656416047646442,9,9
47,6,0.000001765681236059083,9,9
47,7,0.000001765742466887603,9,9
47,8,0.0000017658361295433905,9,9
47,9,0.0000017659779800522705,9,9
47,10,0.0000017661906806108344,9,9
47,11,0.0000017665064624695293,9,9
