type,param,property,category,val,prob
S1,1850,11,laptop,0.8177662894508899,0.0009999999999999996
S1,900,11,laptop,0.6646015869981134,0.0009999999999999996
S1,350,11,laptop,0.3819705469119831,0.0009999999999999996
S1,600,11,laptop,0.5427160996016179,0.0009999999999999996
S1,1250,11,laptop,0.7597433834035298,0.0009999999999999996
Inductive,1295,11,laptop,0.11880047513529794,0.0009999999999999996
Inductive,1850,11,laptop,0.023836384008016076,0.0009999999999999996
Inductive,185,11,laptop,0.5217601493912037,0.0009999999999999996
Inductive,18.5,11,laptop,0.5947519714173674,0.0009999999999999996
Inductive,925,11,laptop,0.2235851083382574,0.0009999999999999996
price_prior,mu,NA,laptop,6.891695103654211,0.0009999999999999996
price_prior,sigma,NA,laptop,0.6730072380044414,0.0009999999999999996
S1,57,11,sweater,0.6382082211942635,0.0009999999999999996
S1,87,11,sweater,0.7645943248081845,0.0009999999999999996
S1,36,11,sweater,0.48836272063239744,0.0009999999999999996
S1,18,11,sweater,0.3072733612916651,0.0009999999999999996
S1,150,11,sweater,0.8371493045806744,0.0009999999999999996
Inductive,119.7,11,sweater,0.09435309422610956,0.0009999999999999996
Inductive,17.1,11,sweater,0.5257135503258102,0.0009999999999999996
Inductive,1.71,11,sweater,0.6203395998623065,0.0009999999999999996
Inductive,85.5,11,sweater,0.1951197548261988,0.0009999999999999996
Inductive,171,11,sweater,0,0.0009999999999999996
price_prior,mu,NA,sweater,4.149697560813495,0.0009999999999999996
price_prior,sigma,NA,sweater,0.9120085372545246,0.0009999999999999996
global_param,speakerOptimality,NA,NA,1.2858413754389844,0.0004999999999999998
global_param,sigbin,NA,NA,0.012682062637910496,0.0004999999999999998
global_param,cost,NA,NA,0.07265938430522403,0.0004999999999999998
S1,188,11,coffee maker,0.8256305349113733,0.0004999999999999998
S1,84,11,coffee maker,0.6561636475522727,0.0004999999999999998
S1,124,11,coffee maker,0.7645047571159488,0.0004999999999999998
S1,52,11,coffee maker,0.5059562074687064,0.0004999999999999998
S1,24,11,coffee maker,0.3107418807619963,0.0004999999999999998
Inductive,20,11,coffee maker,0.5282350061002592,0.0004999999999999998
Inductive,2,11,coffee maker,0.6097776058044643,0.0004999999999999998
Inductive,140,11,coffee maker,0.11692430940690562,0.0004999999999999998
Inductive,100,11,coffee maker,0.22402742329353542,0.0004999999999999998
Inductive,200,11,coffee maker,0.010419788514692913,0.0004999999999999998
price_prior,mu,NA,coffee maker,4.5147652594894785,0.0004999999999999998
price_prior,sigma,NA,coffee maker,0.8641199283338012,0.0004999999999999998
S1,100,11,watch,0.18972885716901708,0.0004999999999999998
S1,2000,11,watch,0.8745317822969543,0.0004999999999999998
S1,900,11,watch,0.785837115158137,0.0004999999999999998
S1,450,11,watch,0.5896533376444495,0.0004999999999999998
S1,250,11,watch,0.37806740599184724,0.0004999999999999998
Inductive,240,11,watch,0.5427725968116316,0.0004999999999999998
Inductive,1200,11,watch,0.17935481162057157,0.0004999999999999998
Inductive,1680,11,watch,0.08027281660952401,0.0004999999999999998
Inductive,2400,11,watch,0,0.0004999999999999998
Inductive,24,11,watch,0.6644743225860456,0.0004999999999999998
price_prior,mu,NA,watch,6.196875372977549,0.0004999999999999998
price_prior,sigma,NA,watch,1.2768190087644098,0.0004999999999999998
S1,144,11,headphones,0.7608690656688017,0.0004999999999999998
S1,234,11,headphones,0.8290493887636541,0.0004999999999999998
S1,24,11,headphones,0.2788768286415237,0.0004999999999999998
S1,96,11,headphones,0.6422527444589866,0.0004999999999999998
S1,60,11,headphones,0.4853136200940601,0.0004999999999999998
Inductive,180.6,11,headphones,0.11304505703923887,0.0004999999999999998
Inductive,129,11,headphones,0.21976986415483651,0.0004999999999999998
Inductive,25.8,11,headphones,0.5303619063256272,0.0004999999999999998
Inductive,258,11,headphones,0,0.0004999999999999998
Inductive,2.58,11,headphones,0.617669345586894,0.0004999999999999998
price_prior,mu,NA,headphones,4.671577543595798,0.0004999999999999998
price_prior,sigma,NA,headphones,0.9668661642231944,0.0004999999999999998
S1,1850,11,laptop,0.8176340576095495,0.0004999999999999998
S1,900,11,laptop,0.6644038256190141,0.0004999999999999998
S1,350,11,laptop,0.3817611601270514,0.0004999999999999998
S1,600,11,laptop,0.5424959434825963,0.0004999999999999998
S1,1250,11,laptop,0.7595814270283454,0.0004999999999999998
Inductive,1295,11,laptop,0.12016588918186834,0.0004999999999999998
Inductive,1850,11,laptop,0.02424785538613499,0.0004999999999999998
Inductive,185,11,laptop,0.5224170444203592,0.0004999999999999998
Inductive,18.5,11,laptop,0.5953855405717967,0.0004999999999999998
Inductive,925,11,laptop,0.22498243983593003,0.0004999999999999998
price_prior,mu,NA,laptop,6.891695103654211,0.0004999999999999998
price_prior,sigma,NA,laptop,0.6827065763744646,0.0004999999999999998
S1,57,11,sweater,0.6382082211942635,0.0004999999999999998
S1,87,11,sweater,0.7645943248081845,0.0004999999999999998
S1,36,11,sweater,0.48836272063239744,0.0004999999999999998
S1,18,11,sweater,0.3072733612916651,0.0004999999999999998
S1,150,11,sweater,0.8371493045806744,0.0004999999999999998
Inductive,119.7,11,sweater,0.09435309422610956,0.0004999999999999998
Inductive,17.1,11,sweater,0.5257135503258102,0.0004999999999999998
Inductive,1.71,11,sweater,0.6203395998623065,0.0004999999999999998
Inductive,85.5,11,sweater,0.1951197548261988,0.0004999999999999998
Inductive,171,11,sweater,0,0.0004999999999999998
price_prior,mu,NA,sweater,4.149697560813495,0.0004999999999999998
price_prior,sigma,NA,sweater,0.9120085372545246,0.0004999999999999998
global_param,speakerOptimality,NA,NA,1.2858413754389844,0.0004999999999999998
global_param,sigbin,NA,NA,0.012682062637910496,0.0004999999999999998
global_param,cost,NA,NA,0.07265938430522403,0.0004999999999999998
S1,188,11,coffee maker,0.8241116539656147,0.0004999999999999998
S1,84,11,coffee maker,0.6537875968091658,0.0004999999999999998
S1,124,11,coffee maker,0.7626065224642821,0.0004999999999999998
S1,52,11,coffee maker,0.5033278546940757,0.0004999999999999998
S1,24,11,coffee maker,0.308494397762195,0.0004999999999999998
Inductive,20,11,coffee maker,0.5279777221984254,0.0004999999999999998
Inductive,2,11,coffee maker,0.6088922638183009,0.0004999999999999998
Inductive,140,11,coffee maker,0.11775976523894335,0.0004999999999999998
Inductive,100,11,coffee maker,0.22503792853697555,0.0004999999999999998
Inductive,200,11,coffee maker,0.01051429514251132,0.0004999999999999998
price_prior,mu,NA,coffee maker,4.527294800354231,0.0004999999999999998
price_prior,sigma,NA,coffee maker,0.8641199283338012,0.0004999999999999998
S1,100,11,watch,0.1930881855957621,0.0004999999999999998
S1,2000,11,watch,0.8768941488888602,0.0004999999999999998
S1,900,11,watch,0.7894674344169078,0.0004999999999999998
S1,450,11,watch,0.5948948608609852,0.0004999999999999998
S1,250,11,watch,0.38318443129440344,0.0004999999999999998
Inductive,240,11,watch,0.5410603774746708,0.0004999999999999998
Inductive,1200,11,watch,0.17540503014445444,0.0004999999999999998
Inductive,1680,11,watch,0.07800109615128187,0.0004999999999999998
Inductive,2400,11,watch,0,0.0004999999999999998
Inductive,24,11,watch,0.6648018825878566,0.0004999999999999998
price_prior,mu,NA,watch,6.179036570930647,0.0004999999999999998
price_prior,sigma,NA,watch,1.2553480776215804,0.0004999999999999998
S1,144,11,headphones,0.7608690656688017,0.0004999999999999998
S1,234,11,headphones,0.8290493887636541,0.0004999999999999998
S1,24,11,headphones,0.2788768286415237,0.0004999999999999998
S1,96,11,headphones,0.6422527444589866,0.0004999999999999998
S1,60,11,headphones,0.4853136200940601,0.0004999999999999998
Inductive,180.6,11,headphones,0.11304505703923887,0.0004999999999999998
Inductive,129,11,headphones,0.21976986415483651,0.0004999999999999998
Inductive,25.8,11,headphones,0.5303619063256272,0.0004999999999999998
Inductive,258,11,headphones,0,0.0004999999999999998
Inductive,2.58,11,headphones,0.617669345586894,0.0004999999999999998
price_prior,mu,NA,headphones,4.671577543595798,0.0004999999999999998
price_prior,sigma,NA,headphones,0.9668661642231944,0.0004999999999999998
S1,1850,11,laptop,0.8176340576095495,0.0004999999999999998
S1,900,11,laptop,0.6644038256190141,0.0004999999999999998
S1,350,11,laptop,0.3817611601270514,0.0004999999999999998
S1,600,11,laptop,0.5424959434825963,0.0004999999999999998
S1,1250,11,laptop,0.7595814270283454,0.0004999999999999998
Inductive,1295,11,laptop,0.12016588918186834,0.0004999999999999998
Inductive,1850,11,laptop,0.02424785538613499,0.0004999999999999998
Inductive,185,11,laptop,0.5224170444203592,0.0004999999999999998
Inductive,18.5,11,laptop,0.5953855405717967,0.0004999999999999998
Inductive,925,11,laptop,0.22498243983593003,0.0004999999999999998
price_prior,mu,NA,laptop,6.891695103654211,0.0004999999999999998
price_prior,sigma,NA,laptop,0.6827065763744646,0.0004999999999999998
S1,57,11,sweater,0.6382082211942635,0.0004999999999999998
S1,87,11,sweater,0.7645943248081845,0.0004999999999999998
S1,36,11,sweater,0.48836272063239744,0.0004999999999999998
S1,18,11,sweater,0.3072733612916651,0.0004999999999999998
S1,150,11,sweater,0.8371493045806744,0.0004999999999999998
Inductive,119.7,11,sweater,0.09435309422610956,0.0004999999999999998
Inductive,17.1,11,sweater,0.5257135503258102,0.0004999999999999998
Inductive,1.71,11,sweater,0.6203395998623065,0.0004999999999999998
Inductive,85.5,11,sweater,0.1951197548261988,0.0004999999999999998
Inductive,171,11,sweater,0,0.0004999999999999998
price_prior,mu,NA,sweater,4.149697560813495,0.0004999999999999998
price_prior,sigma,NA,sweater,0.9120085372545246,0.0004999999999999998
global_param,speakerOptimality,NA,NA,1.2858413754389844,0.0009999999999999996
global_param,sigbin,NA,NA,0.012682062637910496,0.0009999999999999996
global_param,cost,NA,NA,0.07265938430522403,0.0009999999999999996
S1,188,11,coffee maker,0.8231622660822231,0.0009999999999999996
S1,84,11,coffee maker,0.6523067311971513,0.0009999999999999996
S1,124,11,coffee maker,0.7614212588672029,0.0009999999999999996
S1,52,11,coffee maker,0.501693938325222,0.0009999999999999996
S1,24,11,coffee maker,0.3071018844683671,0.0009999999999999996
Inductive,20,11,coffee maker,0.5291499299280943,0.0009999999999999996
Inductive,2,11,coffee maker,0.609631197891217,0.0009999999999999996
Inductive,140,11,coffee maker,0.12051051542623195,0.0009999999999999996
Inductive,100,11,coffee maker,0.22816228564773758,0.0009999999999999996
Inductive,200,11,coffee maker,0.010841426327919157,0.0009999999999999996
price_prior,mu,NA,coffee maker,4.5327275445146675,0.0009999999999999996
price_prior,sigma,NA,coffee maker,0.8901074803720261,0.0009999999999999996
S1,100,11,watch,0.1930881855957621,0.0009999999999999996
S1,2000,11,watch,0.8768941488888602,0.0009999999999999996
S1,900,11,watch,0.7894674344169078,0.0009999999999999996
S1,450,11,watch,0.5948948608609852,0.0009999999999999996
S1,250,11,watch,0.38318443129440344,0.0009999999999999996
Inductive,240,11,watch,0.5410603774746708,0.0009999999999999996
Inductive,1200,11,watch,0.17540503014445444,0.0009999999999999996
Inductive,1680,11,watch,0.07800109615128187,0.0009999999999999996
Inductive,2400,11,watch,0,0.0009999999999999996
Inductive,24,11,watch,0.6648018825878566,0.0009999999999999996
price_prior,mu,NA,watch,6.179036570930647,0.0009999999999999996
price_prior,sigma,NA,watch,1.2553480776215804,0.0009999999999999996
S1,144,11,headphones,0.7608114848627547,0.0009999999999999996
S1,234,11,headphones,0.8290045356616274,0.0009999999999999996
S1,24,11,headphones,0.2788131948657826,0.0009999999999999996
S1,96,11,headphones,0.6421800338086807,0.0009999999999999996
S1,60,11,headphones,0.4852345778364132,0.0009999999999999996
Inductive,180.6,11,headphones,0.1132984128384749,0.0009999999999999996
Inductive,129,11,headphones,0.2200842658276561,0.0009999999999999996
Inductive,25.8,11,headphones,0.5305110339881063,0.0009999999999999996
Inductive,258,11,headphones,0,0.0009999999999999996
Inductive,2.58,11,headphones,0.617789185380717,0.0009999999999999996
price_prior,mu,NA,headphones,4.671577543595798,0.0009999999999999996
price_prior,sigma,NA,headphones,0.9700471039110237,0.0009999999999999996
S1,1850,11,laptop,0.8176340576095495,0.0009999999999999996
S1,900,11,laptop,0.6644038256190141,0.0009999999999999996
S1,350,11,laptop,0.3817611601270514,0.0009999999999999996
S1,600,11,laptop,0.5424959434825963,0.0009999999999999996
S1,1250,11,laptop,0.7595814270283454,0.0009999999999999996
Inductive,1295,11,laptop,0.12016588918186834,0.0009999999999999996
Inductive,1850,11,laptop,0.02424785538613499,0.0009999999999999996
Inductive,185,11,laptop,0.5224170444203592,0.0009999999999999996
Inductive,18.5,11,laptop,0.5953855405717967,0.0009999999999999996
Inductive,925,11,laptop,0.22498243983593003,0.0009999999999999996
price_prior,mu,NA,laptop,6.891695103654211,0.0009999999999999996
price_prior,sigma,NA,laptop,0.6827065763744646,0.0009999999999999996
S1,57,11,sweater,0.6382082211942635,0.0009999999999999996
S1,87,11,sweater,0.7645943248081845,0.0009999999999999996
S1,36,11,sweater,0.48836272063239744,0.0009999999999999996
S1,18,11,sweater,0.3072733612916651,0.0009999999999999996
S1,150,11,sweater,0.8371493045806744,0.0009999999999999996
Inductive,119.7,11,sweater,0.09435309422610956,0.0009999999999999996
Inductive,17.1,11,sweater,0.5257135503258102,0.0009999999999999996
Inductive,1.71,11,sweater,0.6203395998623065,0.0009999999999999996
Inductive,85.5,11,sweater,0.1951197548261988,0.0009999999999999996
Inductive,171,11,sweater,0,0.0009999999999999996
price_prior,mu,NA,sweater,4.149697560813495,0.0009999999999999996
price_prior,sigma,NA,sweater,0.9120085372545246,0.0009999999999999996
global_param,speakerOptimality,NA,NA,1.3900124877015974,0.0009999999999999996
global_param,sigbin,NA,NA,0.012682062637910496,0.0009999999999999996
global_param,cost,NA,NA,0.07265938430522403,0.0009999999999999996
S1,188,11,coffee maker,0.8302480578884363,0.0009999999999999996
S1,84,11,coffee maker,0.646808575176434,0.0009999999999999996
S1,124,11,coffee maker,0.7648354983615903,0.0009999999999999996
S1,52,11,coffee maker,0.4830557830817967,0.0009999999999999996
S1,24,11,coffee maker,0.2779301030724418,0.0009999999999999996
Inductive,20,11,coffee maker,0.5291499299280943,0.0009999999999999996
Inductive,2,11,coffee maker,0.609631197891217,0.0009999999999999996
Inductive,140,11,coffee maker,0.12051051542623195,0.0009999999999999996
Inductive,100,11,coffee maker,0.22816228564773758,0.0009999999999999996
Inductive,200,11,coffee maker,0.010841426327919157,0.0009999999999999996
price_prior,mu,NA,coffee maker,4.5327275445146675,0.0009999999999999996
price_prior,sigma,NA,coffee maker,0.8901074803720261,0.0009999999999999996
S1,100,11,watch,0.1650600638930454,0.0009999999999999996
S1,2000,11,watch,0.8856717080753495,0.0009999999999999996
S1,900,11,watch,0.7947287087839225,0.0009999999999999996
S1,450,11,watch,0.5842486154321488,0.0009999999999999996
S1,250,11,watch,0.3566926346891349,0.0009999999999999996
Inductive,240,11,watch,0.5410603774746708,0.0009999999999999996
Inductive,1200,11,watch,0.17540503014445444,0.0009999999999999996
Inductive,1680,11,watch,0.07800109615128187,0.0009999999999999996
Inductive,2400,11,watch,0,0.0009999999999999996
Inductive,24,11,watch,0.6648018825878566,0.0009999999999999996
price_prior,mu,NA,watch,6.179036570930647,0.0009999999999999996
price_prior,sigma,NA,watch,1.2553480776215804,0.0009999999999999996
S1,144,11,headphones,0.7641827895735835,0.0009999999999999996
S1,234,11,headphones,0.8363543240147604,0.0009999999999999996
S1,24,11,headphones,0.24927628038385843,0.0009999999999999996
S1,96,11,headphones,0.6357792520558264,0.0009999999999999996
S1,60,11,headphones,0.46530767792113015,0.0009999999999999996
Inductive,180.6,11,headphones,0.1132984128384749,0.0009999999999999996
Inductive,129,11,headphones,0.2200842658276561,0.0009999999999999996
Inductive,25.8,11,headphones,0.5305110339881063,0.0009999999999999996
Inductive,258,11,headphones,0,0.0009999999999999996
Inductive,2.58,11,headphones,0.617789185380717,0.0009999999999999996
price_prior,mu,NA,headphones,4.671577543595798,0.0009999999999999996
price_prior,sigma,NA,headphones,0.9700471039110237,0.0009999999999999996
S1,1850,11,laptop,0.8244547349352338,0.0009999999999999996
S1,900,11,laptop,0.6599755055077753,0.0009999999999999996
S1,350,11,laptop,0.3551992606894075,0.0009999999999999996
S1,600,11,laptop,0.5272409183201376,0.0009999999999999996
S1,1250,11,laptop,0.7628657929619452,0.0009999999999999996
Inductive,1295,11,laptop,0.12016588918186834,0.0009999999999999996
Inductive,1850,11,laptop,0.02424785538613499,0.0009999999999999996
Inductive,185,11,laptop,0.5224170444203592,0.0009999999999999996
Inductive,18.5,11,laptop,0.5953855405717967,0.0009999999999999996
Inductive,925,11,laptop,0.22498243983593003,0.0009999999999999996
price_prior,mu,NA,laptop,6.891695103654211,0.0009999999999999996
price_prior,sigma,NA,laptop,0.6827065763744646,0.0009999999999999996
S1,57,11,sweater,0.6314520972910659,0.0009999999999999996
S1,87,11,sweater,0.7682302106891579,0.0009999999999999996
S1,36,11,sweater,0.46867685363314165,0.0009999999999999996
S1,18,11,sweater,0.27810493317150975,0.0009999999999999996
S1,150,11,sweater,0.8448379288209323,0.0009999999999999996
Inductive,119.7,11,sweater,0.09435309422610956,0.0009999999999999996
Inductive,17.1,11,sweater,0.5257135503258102,0.0009999999999999996
Inductive,1.71,11,sweater,0.6203395998623065,0.0009999999999999996
Inductive,85.5,11,sweater,0.1951197548261988,0.0009999999999999996
Inductive,171,11,sweater,0,0.0009999999999999996
price_prior,mu,NA,sweater,4.149697560813495,0.0009999999999999996
price_prior,sigma,NA,sweater,0.9120085372545246,0.0009999999999999996
global_param,speakerOptimality,NA,NA,1.3900124877015974,0.0009999999999999996
global_param,sigbin,NA,NA,0.012682062637910496,0.0009999999999999996
global_param,cost,NA,NA,0.05110722518832076,0.0009999999999999996
S1,188,11,coffee maker,0.8332639551685964,0.0009999999999999996
S1,84,11,coffee maker,0.6517163879965835,0.0009999999999999996
S1,124,11,coffee maker,0.7686897677282835,0.0009999999999999996
S1,52,11,coffee maker,0.4884393927199533,0.0009999999999999996
S1,24,11,coffee maker,0.2822759285583604,0.0009999999999999996
Inductive,20,11,coffee maker,0.5291499299280943,0.0009999999999999996
Inductive,2,11,coffee maker,0.609631197891217,0.0009999999999999996
Inductive,140,11,coffee maker,0.12051051542623195,0.0009999999999999996
Inductive,100,11,coffee maker,0.22816228564773758,0.0009999999999999996
Inductive,200,11,coffee maker,0.010841426327919157,0.0009999999999999996
price_prior,mu,NA,coffee maker,4.5327275445146675,0.0009999999999999996
price_prior,sigma,NA,coffee maker,0.8901074803720261,0.0009999999999999996
S1,100,11,watch,0.1680517601497966,0.0009999999999999996
S1,2000,11,watch,0.8878359491703733,0.0009999999999999996
S1,900,11,watch,0.7982222933897863,0.0009999999999999996
S1,450,11,watch,0.5894739914828853,0.0009999999999999996
S1,250,11,watch,0.36165318682234976,0.0009999999999999996
Inductive,240,11,watch,0.5410603774746708,0.0009999999999999996
Inductive,1200,11,watch,0.17540503014445444,0.0009999999999999996
Inductive,1680,11,watch,0.07800109615128187,0.0009999999999999996
Inductive,2400,11,watch,0,0.0009999999999999996
Inductive,24,11,watch,0.6648018825878566,0.0009999999999999996
price_prior,mu,NA,watch,6.179036570930647,0.0009999999999999996
price_prior,sigma,NA,watch,1.2553480776215804,0.0009999999999999996
S1,144,11,headphones,0.7680445122840174,0.0009999999999999996
S1,234,11,headphones,0.8392827349627467,0.0009999999999999996
S1,24,11,headphones,0.2533312547225525,0.0009999999999999996
S1,96,11,headphones,0.6407552022058984,0.0009999999999999996
S1,60,11,headphones,0.4706735827994639,0.0009999999999999996
Inductive,180.6,11,headphones,0.1132984128384749,0.0009999999999999996
Inductive,129,11,headphones,0.2200842658276561,0.0009999999999999996
Inductive,25.8,11,headphones,0.5305110339881063,0.0009999999999999996
Inductive,258,11,headphones,0,0.0009999999999999996
Inductive,2.58,11,headphones,0.617789185380717,0.0009999999999999996
price_prior,mu,NA,headphones,4.671577543595798,0.0009999999999999996
price_prior,sigma,NA,headphones,0.9700471039110237,0.0009999999999999996
S1,1850,11,laptop,0.8275521806617646,0.0009999999999999996
S1,900,11,laptop,0.664795175032302,0.0009999999999999996
S1,350,11,laptop,0.36015067142138635,0.0009999999999999996
S1,600,11,laptop,0.5326096051710759,0.0009999999999999996
S1,1250,11,laptop,0.7667424996255102,0.0009999999999999996
Inductive,1295,11,laptop,0.12016588918186834,0.0009999999999999996
Inductive,1850,11,laptop,0.02424785538613499,0.0009999999999999996
Inductive,185,11,laptop,0.5224170444203592,0.0009999999999999996
Inductive,18.5,11,laptop,0.5953855405717967,0.0009999999999999996
Inductive,925,11,laptop,0.22498243983593003,0.0009999999999999996
price_prior,mu,NA,laptop,6.891695103654211,0.0009999999999999996
price_prior,sigma,NA,laptop,0.6827065763744646,0.0009999999999999996
S1,57,11,sweater,0.6364533606712769,0.0009999999999999996
S1,87,11,sweater,0.7720454244650964,0.0009999999999999996
S1,36,11,sweater,0.4740471652632454,0.0009999999999999996
S1,18,11,sweater,0.2824524230225435,0.0009999999999999996
S1,150,11,sweater,0.8476421826877912,0.0009999999999999996
Inductive,119.7,11,sweater,0.09435309422610956,0.0009999999999999996
Inductive,17.1,11,sweater,0.5257135503258102,0.0009999999999999996
Inductive,1.71,11,sweater,0.6203395998623065,0.0009999999999999996
Inductive,85.5,11,sweater,0.1951197548261988,0.0009999999999999996
Inductive,171,11,sweater,0,0.0009999999999999996
price_prior,mu,NA,sweater,4.149697560813495,0.0009999999999999996
