"id","qtype","phrasing","object","dollar_amount","low","high","response"
"00","concrete","relative","coffee maker",40,3.76666666666667,5.06666666666667,4.4
"00","concrete","relative","coffee maker",60,5.46583333333333,6.86666666666667,6.2
"00","concrete","relative","coffee maker",80,7.06666666666667,7.96666666666667,7.5
"00","concrete","relative","coffee maker",100,7.29916666666667,8.4,7.9
"00","concrete","relative","headphones",30,3.3,4.66666666666667,4
"00","concrete","relative","headphones",60,5.83333333333333,6.96666666666667,6.4
"00","concrete","relative","headphones",90,7.5,8.2675,7.9
"00","concrete","relative","headphones",100,7.6,8.46666666666667,8.06666666666667
"00","concrete","relative","laptop",600,4.3,6.06666666666667,5.2
"00","concrete","relative","laptop",900,6.3,7.7,7.03333333333333
"00","concrete","relative","laptop",1100,7.5,8.5,8.03333333333333
"00","concrete","relative","laptop",1400,8.5,8.9,8.73333333333333
"00","concrete","relative","sweater",30,3.06666666666667,4.43333333333333,3.73333333333333
"00","concrete","relative","sweater",50,5.53333333333333,6.83333333333333,6.16666666666667
"00","concrete","relative","sweater",60,5.83333333333333,7.13416666666667,6.46666666666667
"00","concrete","relative","sweater",80,7.23333333333333,8.13333333333333,7.7
"00","concrete","relative","watch",30,2.23333333333333,3.76666666666667,2.96666666666667
"00","concrete","relative","watch",50,4.06666666666667,5.3,4.66666666666667
"00","concrete","relative","watch",60,4.53333333333333,6,5.23333333333333
"00","concrete","relative","watch",80,5.53333333333333,6.6,6.03333333333333
"00","inductive","relative","coffee maker",0.22,8.46666666666667,8.96666666666667,8.76666666666667
"00","inductive","relative","coffee maker",2,6.86583333333333,8.4,7.73333333333333
"00","inductive","relative","coffee maker",11,5.7,7.23333333333333,6.5
"00","inductive","relative","coffee maker",20,5.76666666666667,6.73333333333333,6.23333333333333
"00","inductive","relative","headphones",0.31,7.63333333333333,8.80083333333333,8.3
"00","inductive","relative","headphones",3,7.63333333333333,8.56666666666667,8.16666666666667
"00","inductive","relative","headphones",16,5.43333333333333,6.9,6.2
"00","inductive","relative","headphones",30,4.46666666666667,5.8,5.16666666666667
"00","inductive","relative","laptop",3,8.33333333333333,8.86666666666667,8.63333333333333
"00","inductive","relative","laptop",30,7.46666666666667,8.46666666666667,8.03333333333333
"00","inductive","relative","laptop",100,6.83333333333333,7.8,7.3
"00","inductive","relative","laptop",300,4.13333333333333,5.26666666666667,4.66666666666667
"00","inductive","relative","sweater",0.15,8.53333333333333,8.93333333333333,8.76666666666667
"00","inductive","relative","sweater",2,7.23333333333333,8.53333333333333,7.96666666666667
"00","inductive","relative","sweater",8,6.39916666666667,7.5,6.96666666666667
"00","inductive","relative","sweater",15,5.96666666666667,7.00083333333333,6.46666666666667
"00","inductive","relative","watch",0.15,8.53333333333333,8.86666666666667,8.7
"00","inductive","relative","watch",2,8.2,8.83333333333333,8.53333333333333
"00","inductive","relative","watch",8,7.46666666666667,8.23333333333333,7.83333333333333
"00","inductive","relative","watch",15,7.13333333333333,8.03333333333333,7.56666666666667
"01","concrete","relative","coffee maker",40,2.97297297297297,3.97297297297297,3.45945945945946
"01","concrete","relative","coffee maker",60,4.46938775510204,5.34744897959184,4.89795918367347
"01","concrete","relative","coffee maker",80,5.825,6.8,6.3
"01","concrete","relative","coffee maker",100,6.75,7.47222222222222,7.125
"01","concrete","relative","headphones",30,3.68292682926829,4.82926829268293,4.24390243902439
"01","concrete","relative","headphones",60,5.45454545454545,6.51515151515152,5.96969696969697
"01","concrete","relative","headphones",90,7.11111111111111,7.88944444444444,7.51111111111111
"01","concrete","relative","headphones",100,7.19444444444444,8.33402777777778,7.77777777777778
"01","concrete","relative","headphones",200,7.59523809523809,8.52380952380952,8.11904761904762
"01","concrete","relative","laptop",600,3.57142857142857,5.02857142857143,4.31428571428571
"01","concrete","relative","laptop",900,6.06896551724138,7.31034482758621,6.72413793103448
"01","concrete","relative","laptop",1100,6.93023255813953,8.11686046511628,7.58139534883721
"01","concrete","relative","laptop",1400,7.88461538461539,8.48076923076923,8.19230769230769
"01","concrete","relative","laptop",1600,7.775,8.65,8.25
"01","concrete","relative","sweater",30,3.25,4.38636363636364,3.79545454545455
"01","concrete","relative","sweater",50,5.97560975609756,7.09756097560976,6.53658536585366
"01","concrete","relative","sweater",60,6.13888888888889,7.22291666666667,6.69444444444444
"01","concrete","relative","sweater",80,7.18421052631579,8,7.57894736842105
"01","concrete","relative","sweater",90,7.63829787234043,8.25531914893617,7.95744680851064
"01","concrete","relative","watch",30,2.46511627906977,3.72151162790698,3.09302325581395
"01","concrete","relative","watch",50,3.85416666666667,4.9375,4.39583333333333
"01","concrete","relative","watch",60,4.30486111111111,5.72222222222222,5
"01","concrete","relative","watch",80,5,6.15789473684211,5.60526315789474
"01","concrete","relative","watch",90,5.34285714285714,6.68571428571429,6.05714285714286
"01","inductive","relative","coffee maker",0.22,7.84034090909091,8.88636363636364,8.40909090909091
"01","inductive","relative","coffee maker",2,6.9722972972973,8.37837837837838,7.75675675675676
"01","inductive","relative","coffee maker",11,6.22222222222222,7.11111111111111,6.68888888888889
"01","inductive","relative","coffee maker",20,5.55882352941176,6.67647058823529,6.11764705882353
"01","inductive","relative","coffee maker",40,4.675,5.65,5.15
"01","inductive","relative","coffee maker",70,3.90243902439024,5.00060975609756,4.41463414634146
"01","inductive","relative","headphones",0.31,8.19565217391304,8.84782608695652,8.56521739130435
"01","inductive","relative","headphones",3,7.13445945945946,8.43243243243243,7.83783783783784
"01","inductive","relative","headphones",16,4.93863636363636,6.42424242424242,5.6969696969697
"01","inductive","relative","headphones",30,4.92,5.9005,5.44
"01","inductive","relative","headphones",60,3.76470588235294,4.91176470588235,4.35294117647059
"01","inductive","relative","headphones",90,3.56818181818182,4.59090909090909,4.04545454545455
"01","inductive","relative","laptop",3,7.5359756097561,8.78048780487805,8.21951219512195
"01","inductive","relative","laptop",30,8.31818181818182,8.77272727272727,8.54545454545454
"01","inductive","relative","laptop",100,6.56689189189189,7.51351351351351,7.08108108108108
"01","inductive","relative","laptop",300,5.125,6.125,5.625
"01","inductive","relative","laptop",500,4.075,5.025,4.55
"01","inductive","relative","laptop",800,3.02439024390244,4.14634146341463,3.53658536585366
"01","inductive","relative","sweater",0.15,7.96774193548387,8.96774193548387,8.54838709677419
"01","inductive","relative","sweater",2,7.58695652173913,8.34782608695652,7.97826086956522
"01","inductive","relative","sweater",8,6.58139534883721,7.53488372093023,7.06976744186047
"01","inductive","relative","sweater",15,5.74112903225806,6.83870967741935,6.29032258064516
"01","inductive","relative","sweater",30,4.64102564102564,5.69230769230769,5.17948717948718
"01","inductive","relative","sweater",50,3.52380952380952,4.42857142857143,4
"01","inductive","relative","watch",0.15,7.31578947368421,8.60526315789474,8
"01","inductive","relative","watch",2,8.02777777777778,8.69444444444444,8.38888888888889
"01","inductive","relative","watch",8,7.09523809523809,7.92857142857143,7.52380952380952
"01","inductive","relative","watch",15,5.64444444444444,6.97777777777778,6.33333333333333
"01","inductive","relative","watch",30,5.68085106382979,6.80851063829787,6.25531914893617
"01","inductive","relative","watch",50,5,6.4375,5.75
"07a","concrete",NA,"coffee maker",120,4.7975,6.7,5.7
"07a","concrete",NA,"coffee maker",180,7.4,8.6,8
"07a","concrete",NA,"coffee maker",250,8.5,9,8.8
"07a","concrete",NA,"coffee maker",300,7,9,8.1
"07a","concrete",NA,"coffee maker",350,8.4,9,8.8
"07a","concrete",NA,"headphones",120,4.8,7.9,6.4
"07a","concrete",NA,"headphones",200,6.4,8.7,7.7
"07a","concrete",NA,"headphones",300,7.8,9,8.6
"07a","concrete",NA,"headphones",350,9,9,9
"07a","concrete",NA,"headphones",450,9,9,9
"07a","concrete",NA,"laptop",1200,4.7,7.4,6.1
"07a","concrete",NA,"laptop",1800,7.1,8.7,8
"07a","concrete",NA,"laptop",2350,7.2,9,8.4
"07a","concrete",NA,"laptop",2900,8.4,9,8.8
"07a","concrete",NA,"laptop",3450,9,9,9
"07a","concrete",NA,"sweater",80,3.5,5.3,4.4
"07a","concrete",NA,"sweater",130,5.4,8.1,6.8
"07a","concrete",NA,"sweater",180,7.1,8.4,7.8
"07a","concrete",NA,"sweater",250,8.7,9,8.9
"07a","concrete",NA,"sweater",300,8.4,9,8.8
"07a","concrete",NA,"watch",700,6.6975,8.6,7.6
"07a","concrete",NA,"watch",1400,7.3,8.7,8
"07a","concrete",NA,"watch",2050,8.2,8.9,8.6
"07a","concrete",NA,"watch",2700,7.9,9,8.5
"07a","concrete",NA,"watch",3350,8.4,9,8.8
"07a","inductive",NA,"coffee maker",0.63,9,9,9
"07a","inductive",NA,"coffee maker",6,8.7,9,8.9
"07a","inductive",NA,"coffee maker",30,7.6,8.9,8.3
"07a","inductive",NA,"coffee maker",60,5.7,7.4,6.5
"07a","inductive",NA,"coffee maker",130,2.9975,5.1,4.1
"07a","inductive",NA,"coffee maker",190,2,4.4,3.2
"07a","inductive",NA,"headphones",0.79,8.7,9,8.9
"07a","inductive",NA,"headphones",8,8,9,8.5
"07a","inductive",NA,"headphones",40,4.6,8.2025,6.5
"07a","inductive",NA,"headphones",80,4.9,7.1025,6.1
"07a","inductive",NA,"headphones",160,4.4,7.1,5.7
"07a","inductive",NA,"headphones",250,2.8,5.8,4.3
"07a","inductive",NA,"laptop",6,9,9,9
"07a","inductive",NA,"laptop",60,8.2,9,8.7
"07a","inductive",NA,"laptop",300,5.9,8.6,7.4
"07a","inductive",NA,"laptop",550,4.9,7.2,6.1
"07a","inductive",NA,"laptop",1150,3.8,6.4,5.1
"07a","inductive",NA,"laptop",1700,2.9,5.5,4.1
"07a","inductive",NA,"sweater",0.49,6.6,9,8.2
"07a","inductive",NA,"sweater",5,7.4,9,8.3
"07a","inductive",NA,"sweater",20,5.8,8.6,7.5
"07a","inductive",NA,"sweater",50,5.5,7.6,6.5
"07a","inductive",NA,"sweater",100,3.4,6.7,5.1
"07a","inductive",NA,"sweater",150,2.1,5,3.5
"07a","inductive",NA,"watch",7,8.7,9,8.9
"07a","inductive",NA,"watch",70,7.4,8.9,8.2
"07a","inductive",NA,"watch",350,5.7,7.4,6.5
"07a","inductive",NA,"watch",650,4.8,7.3,6
"07a","inductive",NA,"watch",1300,3.3,5.6,4.5
"07a","inductive",NA,"watch",1950,3,6.3,4.6
"07b","concrete",NA,"coffee maker",120,6.01666666666667,7.08333333333333,6.56666666666667
"07b","concrete",NA,"coffee maker",180,7.46666666666667,8.18333333333333,7.85
"07b","concrete",NA,"coffee maker",250,8.13333333333333,8.66666666666667,8.43333333333333
"07b","concrete",NA,"coffee maker",300,8.13333333333333,8.71708333333333,8.45
"07b","concrete",NA,"coffee maker",350,8.26666666666667,8.73333333333333,8.51666666666667
"07b","concrete",NA,"headphones",120,6.45,7.46666666666667,7
"07b","concrete",NA,"headphones",200,7.18333333333333,8.06666666666667,7.65
"07b","concrete",NA,"headphones",300,8.23333333333333,8.75,8.51666666666667
"07b","concrete",NA,"headphones",350,8.4,8.81708333333333,8.63333333333333
"07b","concrete",NA,"headphones",450,8.2,8.91666666666667,8.61666666666667
"07b","concrete",NA,"laptop",1200,5.76666666666667,6.96708333333333,6.38333333333333
"07b","concrete",NA,"laptop",1800,6.86625,7.88333333333333,7.4
"07b","concrete",NA,"laptop",2350,7.83333333333333,8.56666666666667,8.23333333333333
"07b","concrete",NA,"laptop",2900,8.11666666666667,8.71666666666667,8.45
"07b","concrete",NA,"laptop",3450,8.28333333333333,8.96666666666667,8.68333333333333
"07b","concrete",NA,"sweater",80,5.25,6.28333333333333,5.76666666666667
"07b","concrete",NA,"sweater",130,6.99958333333333,7.88333333333333,7.45
"07b","concrete",NA,"sweater",180,7.6,8.26666666666667,7.95
"07b","concrete",NA,"sweater",250,8.16625,8.71666666666667,8.45
"07b","concrete",NA,"sweater",300,8.55,8.88333333333333,8.73333333333333
"07b","concrete",NA,"watch",700,7.16666666666667,8.16666666666667,7.7
"07b","concrete",NA,"watch",1400,7.91666666666667,8.61666666666667,8.28333333333333
"07b","concrete",NA,"watch",2050,8.56666666666667,8.9,8.75
"07b","concrete",NA,"watch",2700,8.61666666666667,8.91666666666667,8.78333333333333
"07b","concrete",NA,"watch",3350,8.58333333333333,8.95,8.8
"07b","inductive",NA,"coffee maker",0.63,7.46666666666667,8.48333333333333,8.01666666666667
"07b","inductive",NA,"coffee maker",6,7.16666666666667,8.21666666666667,7.71666666666667
"07b","inductive",NA,"coffee maker",30,5.5,6.53333333333333,6.05
"07b","inductive",NA,"coffee maker",60,4.88333333333333,5.93333333333333,5.41666666666667
"07b","inductive",NA,"coffee maker",130,3.98291666666667,4.98375,4.5
"07b","inductive",NA,"coffee maker",190,3.65,4.83333333333333,4.21666666666667
"07b","inductive",NA,"headphones",0.79,7.46625,8.48333333333333,8
"07b","inductive",NA,"headphones",8,6.75,7.80041666666667,7.28333333333333
"07b","inductive",NA,"headphones",40,5.36666666666667,6.35,5.85
"07b","inductive",NA,"headphones",80,4.85,5.78375,5.33333333333333
"07b","inductive",NA,"headphones",160,4.14958333333333,5.20041666666667,4.66666666666667
"07b","inductive",NA,"headphones",250,3.16666666666667,4.25041666666667,3.71666666666667
"07b","inductive",NA,"laptop",6,7.71666666666667,8.53333333333333,8.15
"07b","inductive",NA,"laptop",60,6.45,7.61666666666667,7.03333333333333
"07b","inductive",NA,"laptop",300,5.08333333333333,6.06666666666667,5.6
"07b","inductive",NA,"laptop",550,4.55,5.66666666666667,5.1
